time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-10-02 14:00:00,,,,2024-10-02 14:00:00,,,,,,,,,,,,,,
2024-10-02 14:01:00,,,,2024-10-02 14:01:00,,,,,,,,,,,,,,
2024-10-02 14:02:00,,,,2024-10-02 14:02:00,,,,,,,,,,,,,,
2024-10-02 14:03:00,,,,2024-10-02 14:03:00,,,,,,,,,,,,,,
2024-10-02 14:04:00,,,,2024-10-02 14:04:00,,,,,,,,,,,,,,
2024-10-02 14:05:00,,,,2024-10-02 14:05:00,,,,,,,,,,,,,,
2024-10-02 14:06:00,,,,2024-10-02 14:06:00,,,,,,,,,,,,,,
2024-10-02 14:07:00,,,,2024-10-02 14:07:00,,,,,,,,,,,,,,
2024-10-02 14:08:00,,,,2024-10-02 14:08:00,,,,,,,,,,,,,,
2024-10-02 14:09:00,,,,2024-10-02 14:09:00,,,,,,,,,,,,,,
2024-10-02 14:10:00,,,,2024-10-02 14:10:00,,,,,,,,,,,,,,
2024-10-02 14:11:00,,,,2024-10-02 14:11:00,,,,,,,,,,,,,,
2024-10-02 14:12:00,,,,2024-10-02 14:12:00,,,,,,,,,,,,,,
2024-10-02 14:13:00,,,,2024-10-02 14:13:00,,,,,,,,,,,,,,
2024-10-02 14:14:00,,,,2024-10-02 14:14:00,,,,,,,,,,,,,,
2024-10-02 14:15:00,,,,2024-10-02 14:15:00,,,,,,,,,,,,,,
2024-10-02 14:16:00,,,,2024-10-02 14:16:00,,,,,,,,,,,,,,
2024-10-02 14:17:00,,,,2024-10-02 14:17:00,,,,,,,,,,,,,,
2024-10-02 14:18:00,,,,2024-10-02 14:18:00,,,,,,,,,,,,,,
2024-10-02 14:19:00,,,,2024-10-02 14:19:00,,,,,,,,,,,,,,
2024-10-02 14:20:00,,,,2024-10-02 14:20:00,,,,,,,,,,,,,,
2024-10-02 14:21:00,,,,2024-10-02 14:21:00,,,,,,,,,,,,,,
2024-10-02 14:22:00,,,,2024-10-02 14:22:00,,,,,,,,,,,,,,
2024-10-02 14:23:00,,,,2024-10-02 14:23:00,,,,,,,,,,,,,,
2024-10-02 14:24:00,,,,2024-10-02 14:24:00,,,,,,,,,,,,,,
2024-10-02 14:25:00,,,,2024-10-02 14:25:00,,,,,,,,,,,,,,
2024-10-02 14:26:00,ci40750343,1.58,"9 km WSW of Lytle Creek, CA",2024-10-02 18:15:36,reviewed,38.0,ci,40750343,52.0,0.06834,0.22,66.0,ml,earthquake,"M 1.6 - 9 km WSW of Lytle Creek, CA",-117.5811667,34.2181667,5.78
2024-10-02 14:27:00,,,,2024-10-02 14:27:00,,,,,,,,,,,,,,
2024-10-02 14:28:00,,,,2024-10-02 14:28:00,,,,,,,,,,,,,,
2024-10-02 14:29:00,,,,2024-10-02 14:29:00,,,,,,,,,,,,,,
2024-10-02 14:30:00,,,,2024-10-02 14:30:00,,,,,,,,,,,,,,
2024-10-02 14:31:00,,,,2024-10-02 14:31:00,,,,,,,,,,,,,,
2024-10-02 14:32:00,,,,2024-10-02 14:32:00,,,,,,,,,,,,,,
2024-10-02 14:33:00,,,,2024-10-02 14:33:00,,,,,,,,,,,,,,
2024-10-02 14:34:00,,,,2024-10-02 14:34:00,,,,,,,,,,,,,,
2024-10-02 14:35:00,,,,2024-10-02 14:35:00,,,,,,,,,,,,,,
2024-10-02 14:36:00,,,,2024-10-02 14:36:00,,,,,,,,,,,,,,
2024-10-02 14:37:00,,,,2024-10-02 14:37:00,,,,,,,,,,,,,,
2024-10-02 14:38:00,,,,2024-10-02 14:38:00,,,,,,,,,,,,,,
2024-10-02 14:39:00,,,,2024-10-02 14:39:00,,,,,,,,,,,,,,
2024-10-02 14:40:00,,,,2024-10-02 14:40:00,,,,,,,,,,,,,,
2024-10-02 14:41:00,,,,2024-10-02 14:41:00,,,,,,,,,,,,,,
2024-10-02 14:42:00,,,,2024-10-02 14:42:00,,,,,,,,,,,,,,
2024-10-02 14:43:00,,,,2024-10-02 14:43:00,,,,,,,,,,,,,,
2024-10-02 14:44:00,,,,2024-10-02 14:44:00,,,,,,,,,,,,,,
2024-10-02 14:45:00,,,,2024-10-02 14:45:00,,,,,,,,,,,,,,
2024-10-02 14:46:00,,,,2024-10-02 14:46:00,,,,,,,,,,,,,,
2024-10-02 14:47:00,,,,2024-10-02 14:47:00,,,,,,,,,,,,,,
2024-10-02 14:48:00,,,,2024-10-02 14:48:00,,,,,,,,,,,,,,
2024-10-02 14:49:00,,,,2024-10-02 14:49:00,,,,,,,,,,,,,,
2024-10-02 14:50:00,,,,2024-10-02 14:50:00,,,,,,,,,,,,,,
2024-10-02 14:51:00,,,,2024-10-02 14:51:00,,,,,,,,,,,,,,
2024-10-02 14:52:00,,,,2024-10-02 14:52:00,,,,,,,,,,,,,,
2024-10-02 14:53:00,,,,2024-10-02 14:53:00,,,,,,,,,,,,,,
2024-10-02 14:54:00,,,,2024-10-02 14:54:00,,,,,,,,,,,,,,
2024-10-02 14:55:00,,,,2024-10-02 14:55:00,,,,,,,,,,,,,,
2024-10-02 14:56:00,,,,2024-10-02 14:56:00,,,,,,,,,,,,,,
2024-10-02 14:57:00,,,,2024-10-02 14:57:00,,,,,,,,,,,,,,
2024-10-02 14:58:00,,,,2024-10-02 14:58:00,,,,,,,,,,,,,,
2024-10-02 14:59:00,,,,2024-10-02 14:59:00,,,,,,,,,,,,,,
