time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-10-04 20:00:00,,,,2024-10-04 20:00:00,,,,,,,,,,,,,,
2024-10-04 20:01:00,,,,2024-10-04 20:01:00,,,,,,,,,,,,,,
2024-10-04 20:02:00,,,,2024-10-04 20:02:00,,,,,,,,,,,,,,
2024-10-04 20:03:00,,,,2024-10-04 20:03:00,,,,,,,,,,,,,,
2024-10-04 20:04:00,,,,2024-10-04 20:04:00,,,,,,,,,,,,,,
2024-10-04 20:05:00,,,,2024-10-04 20:05:00,,,,,,,,,,,,,,
2024-10-04 20:06:00,,,,2024-10-04 20:06:00,,,,,,,,,,,,,,
2024-10-04 20:07:00,,,,2024-10-04 20:07:00,,,,,,,,,,,,,,
2024-10-04 20:08:00,,,,2024-10-04 20:08:00,,,,,,,,,,,,,,
2024-10-04 20:09:00,,,,2024-10-04 20:09:00,,,,,,,,,,,,,,
2024-10-04 20:10:00,,,,2024-10-04 20:10:00,,,,,,,,,,,,,,
2024-10-04 20:11:00,,,,2024-10-04 20:11:00,,,,,,,,,,,,,,
2024-10-04 20:12:00,,,,2024-10-04 20:12:00,,,,,,,,,,,,,,
2024-10-04 20:13:00,,,,2024-10-04 20:13:00,,,,,,,,,,,,,,
2024-10-04 20:14:00,,,,2024-10-04 20:14:00,,,,,,,,,,,,,,
2024-10-04 20:15:00,,,,2024-10-04 20:15:00,,,,,,,,,,,,,,
2024-10-04 20:16:00,,,,2024-10-04 20:16:00,,,,,,,,,,,,,,
2024-10-04 20:17:00,,,,2024-10-04 20:17:00,,,,,,,,,,,,,,
2024-10-04 20:18:00,ci40751975,2.52,"5 km S of Lytle Creek, CA",2024-12-14 14:49:27,reviewed,119.0,ci,40751975,109.0,0.002986,0.18,25.0,ml,earthquake,"M 2.5 - 5 km S of Lytle Creek, CA",-117.4983333,34.2105,11.46
2024-10-04 20:19:00,,,,2024-10-04 20:19:00,,,,,,,,,,,,,,
2024-10-04 20:20:00,,,,2024-10-04 20:20:00,,,,,,,,,,,,,,
2024-10-04 20:21:00,,,,2024-10-04 20:21:00,,,,,,,,,,,,,,
2024-10-04 20:22:00,,,,2024-10-04 20:22:00,,,,,,,,,,,,,,
2024-10-04 20:23:00,ci40751983,1.6,"3 km SSW of Baldwin Hills, CA",2024-10-06 03:12:50,reviewed,40.0,ci,40751983,27.0,0.02075,0.17,115.0,ml,earthquake,"M 1.6 - 3 km SSW of Baldwin Hills, CA",-118.3866667,33.9808333,11.54
2024-10-04 20:24:00,,,,2024-10-04 20:24:00,,,,,,,,,,,,,,
2024-10-04 20:25:00,,,,2024-10-04 20:25:00,,,,,,,,,,,,,,
2024-10-04 20:26:00,,,,2024-10-04 20:26:00,,,,,,,,,,,,,,
2024-10-04 20:27:00,,,,2024-10-04 20:27:00,,,,,,,,,,,,,,
2024-10-04 20:28:00,,,,2024-10-04 20:28:00,,,,,,,,,,,,,,
2024-10-04 20:29:00,,,,2024-10-04 20:29:00,,,,,,,,,,,,,,
2024-10-04 20:30:00,,,,2024-10-04 20:30:00,,,,,,,,,,,,,,
2024-10-04 20:31:00,,,,2024-10-04 20:31:00,,,,,,,,,,,,,,
2024-10-04 20:32:00,,,,2024-10-04 20:32:00,,,,,,,,,,,,,,
2024-10-04 20:33:00,,,,2024-10-04 20:33:00,,,,,,,,,,,,,,
2024-10-04 20:34:00,,,,2024-10-04 20:34:00,,,,,,,,,,,,,,
2024-10-04 20:35:00,,,,2024-10-04 20:35:00,,,,,,,,,,,,,,
2024-10-04 20:36:00,,,,2024-10-04 20:36:00,,,,,,,,,,,,,,
2024-10-04 20:37:00,,,,2024-10-04 20:37:00,,,,,,,,,,,,,,
2024-10-04 20:38:00,,,,2024-10-04 20:38:00,,,,,,,,,,,,,,
2024-10-04 20:39:00,,,,2024-10-04 20:39:00,,,,,,,,,,,,,,
2024-10-04 20:40:00,,,,2024-10-04 20:40:00,,,,,,,,,,,,,,
2024-10-04 20:41:00,,,,2024-10-04 20:41:00,,,,,,,,,,,,,,
2024-10-04 20:42:00,,,,2024-10-04 20:42:00,,,,,,,,,,,,,,
2024-10-04 20:43:00,,,,2024-10-04 20:43:00,,,,,,,,,,,,,,
2024-10-04 20:44:00,,,,2024-10-04 20:44:00,,,,,,,,,,,,,,
2024-10-04 20:45:00,,,,2024-10-04 20:45:00,,,,,,,,,,,,,,
2024-10-04 20:46:00,,,,2024-10-04 20:46:00,,,,,,,,,,,,,,
2024-10-04 20:47:00,,,,2024-10-04 20:47:00,,,,,,,,,,,,,,
2024-10-04 20:48:00,,,,2024-10-04 20:48:00,,,,,,,,,,,,,,
2024-10-04 20:49:00,,,,2024-10-04 20:49:00,,,,,,,,,,,,,,
2024-10-04 20:50:00,,,,2024-10-04 20:50:00,,,,,,,,,,,,,,
2024-10-04 20:51:00,,,,2024-10-04 20:51:00,,,,,,,,,,,,,,
2024-10-04 20:52:00,,,,2024-10-04 20:52:00,,,,,,,,,,,,,,
2024-10-04 20:53:00,,,,2024-10-04 20:53:00,,,,,,,,,,,,,,
2024-10-04 20:54:00,,,,2024-10-04 20:54:00,,,,,,,,,,,,,,
2024-10-04 20:55:00,,,,2024-10-04 20:55:00,,,,,,,,,,,,,,
2024-10-04 20:56:00,,,,2024-10-04 20:56:00,,,,,,,,,,,,,,
2024-10-04 20:57:00,,,,2024-10-04 20:57:00,,,,,,,,,,,,,,
2024-10-04 20:58:00,,,,2024-10-04 20:58:00,,,,,,,,,,,,,,
2024-10-04 20:59:00,,,,2024-10-04 20:59:00,,,,,,,,,,,,,,
