time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-11-29 03:00:00,,,,2024-11-29 03:00:00,,,,,,,,,,,,,,
2024-11-29 03:01:00,,,,2024-11-29 03:01:00,,,,,,,,,,,,,,
2024-11-29 03:02:00,,,,2024-11-29 03:02:00,,,,,,,,,,,,,,
2024-11-29 03:03:00,,,,2024-11-29 03:03:00,,,,,,,,,,,,,,
2024-11-29 03:04:00,,,,2024-11-29 03:04:00,,,,,,,,,,,,,,
2024-11-29 03:05:00,,,,2024-11-29 03:05:00,,,,,,,,,,,,,,
2024-11-29 03:06:00,,,,2024-11-29 03:06:00,,,,,,,,,,,,,,
2024-11-29 03:07:00,,,,2024-11-29 03:07:00,,,,,,,,,,,,,,
2024-11-29 03:08:00,ci40989696,0.88,"2 km SE of Loma Linda, CA",2024-11-30 15:38:02,reviewed,12.0,ci,40989696,35.0,0.1201,0.13,76.0,ml,earthquake,"M 0.9 - 2 km SE of Loma Linda, CA",-117.2396667,34.0348333,14.11
2024-11-29 03:09:00,,,,2024-11-29 03:09:00,,,,,,,,,,,,,,
2024-11-29 03:10:00,,,,2024-11-29 03:10:00,,,,,,,,,,,,,,
2024-11-29 03:11:00,,,,2024-11-29 03:11:00,,,,,,,,,,,,,,
2024-11-29 03:12:00,,,,2024-11-29 03:12:00,,,,,,,,,,,,,,
2024-11-29 03:13:00,,,,2024-11-29 03:13:00,,,,,,,,,,,,,,
2024-11-29 03:14:00,,,,2024-11-29 03:14:00,,,,,,,,,,,,,,
2024-11-29 03:15:00,,,,2024-11-29 03:15:00,,,,,,,,,,,,,,
2024-11-29 03:16:00,,,,2024-11-29 03:16:00,,,,,,,,,,,,,,
2024-11-29 03:17:00,,,,2024-11-29 03:17:00,,,,,,,,,,,,,,
2024-11-29 03:18:00,,,,2024-11-29 03:18:00,,,,,,,,,,,,,,
2024-11-29 03:19:00,,,,2024-11-29 03:19:00,,,,,,,,,,,,,,
2024-11-29 03:20:00,,,,2024-11-29 03:20:00,,,,,,,,,,,,,,
2024-11-29 03:21:00,,,,2024-11-29 03:21:00,,,,,,,,,,,,,,
2024-11-29 03:22:00,,,,2024-11-29 03:22:00,,,,,,,,,,,,,,
2024-11-29 03:23:00,,,,2024-11-29 03:23:00,,,,,,,,,,,,,,
2024-11-29 03:24:00,,,,2024-11-29 03:24:00,,,,,,,,,,,,,,
2024-11-29 03:25:00,,,,2024-11-29 03:25:00,,,,,,,,,,,,,,
2024-11-29 03:26:00,,,,2024-11-29 03:26:00,,,,,,,,,,,,,,
2024-11-29 03:27:00,,,,2024-11-29 03:27:00,,,,,,,,,,,,,,
2024-11-29 03:28:00,,,,2024-11-29 03:28:00,,,,,,,,,,,,,,
2024-11-29 03:29:00,,,,2024-11-29 03:29:00,,,,,,,,,,,,,,
2024-11-29 03:30:00,,,,2024-11-29 03:30:00,,,,,,,,,,,,,,
2024-11-29 03:31:00,,,,2024-11-29 03:31:00,,,,,,,,,,,,,,
2024-11-29 03:32:00,,,,2024-11-29 03:32:00,,,,,,,,,,,,,,
2024-11-29 03:33:00,,,,2024-11-29 03:33:00,,,,,,,,,,,,,,
2024-11-29 03:34:00,,,,2024-11-29 03:34:00,,,,,,,,,,,,,,
2024-11-29 03:35:00,,,,2024-11-29 03:35:00,,,,,,,,,,,,,,
2024-11-29 03:36:00,,,,2024-11-29 03:36:00,,,,,,,,,,,,,,
2024-11-29 03:37:00,,,,2024-11-29 03:37:00,,,,,,,,,,,,,,
2024-11-29 03:38:00,,,,2024-11-29 03:38:00,,,,,,,,,,,,,,
2024-11-29 03:39:00,,,,2024-11-29 03:39:00,,,,,,,,,,,,,,
2024-11-29 03:40:00,,,,2024-11-29 03:40:00,,,,,,,,,,,,,,
2024-11-29 03:41:00,,,,2024-11-29 03:41:00,,,,,,,,,,,,,,
2024-11-29 03:42:00,,,,2024-11-29 03:42:00,,,,,,,,,,,,,,
2024-11-29 03:43:00,,,,2024-11-29 03:43:00,,,,,,,,,,,,,,
2024-11-29 03:44:00,,,,2024-11-29 03:44:00,,,,,,,,,,,,,,
2024-11-29 03:45:00,,,,2024-11-29 03:45:00,,,,,,,,,,,,,,
2024-11-29 03:46:00,,,,2024-11-29 03:46:00,,,,,,,,,,,,,,
2024-11-29 03:47:00,,,,2024-11-29 03:47:00,,,,,,,,,,,,,,
2024-11-29 03:48:00,,,,2024-11-29 03:48:00,,,,,,,,,,,,,,
2024-11-29 03:49:00,,,,2024-11-29 03:49:00,,,,,,,,,,,,,,
2024-11-29 03:50:00,,,,2024-11-29 03:50:00,,,,,,,,,,,,,,
2024-11-29 03:51:00,,,,2024-11-29 03:51:00,,,,,,,,,,,,,,
2024-11-29 03:52:00,,,,2024-11-29 03:52:00,,,,,,,,,,,,,,
2024-11-29 03:53:00,,,,2024-11-29 03:53:00,,,,,,,,,,,,,,
2024-11-29 03:54:00,,,,2024-11-29 03:54:00,,,,,,,,,,,,,,
2024-11-29 03:55:00,,,,2024-11-29 03:55:00,,,,,,,,,,,,,,
2024-11-29 03:56:00,ci40989704,0.97,"4 km WSW of Redlands, CA",2024-12-02 18:56:18,reviewed,14.0,ci,40989704,44.0,0.07789,0.13,46.0,ml,earthquake,"M 1.0 - 4 km WSW of Redlands, CA",-117.2203333,34.0471667,7.39
2024-11-29 03:57:00,,,,2024-11-29 03:57:00,,,,,,,,,,,,,,
2024-11-29 03:58:00,,,,2024-11-29 03:58:00,,,,,,,,,,,,,,
2024-11-29 03:59:00,,,,2024-11-29 03:59:00,,,,,,,,,,,,,,
