time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-10-21 22:00:00,,,,2024-10-21 22:00:00,,,,,,,,,,,,,,
2024-10-21 22:01:00,,,,2024-10-21 22:01:00,,,,,,,,,,,,,,
2024-10-21 22:02:00,,,,2024-10-21 22:02:00,,,,,,,,,,,,,,
2024-10-21 22:03:00,,,,2024-10-21 22:03:00,,,,,,,,,,,,,,
2024-10-21 22:04:00,,,,2024-10-21 22:04:00,,,,,,,,,,,,,,
2024-10-21 22:05:00,,,,2024-10-21 22:05:00,,,,,,,,,,,,,,
2024-10-21 22:06:00,,,,2024-10-21 22:06:00,,,,,,,,,,,,,,
2024-10-21 22:07:00,ci40959544,0.4,"6 km WSW of Corona, CA",2024-11-04 18:08:02,reviewed,2.0,ci,40959544,5.0,0.0558,0.11,154.0,ml,earthquake,"M 0.4 - 6 km WSW of Corona, CA",-117.624,33.8498333,9.72
2024-10-21 22:08:00,,,,2024-10-21 22:08:00,,,,,,,,,,,,,,
2024-10-21 22:09:00,,,,2024-10-21 22:09:00,,,,,,,,,,,,,,
2024-10-21 22:10:00,,,,2024-10-21 22:10:00,,,,,,,,,,,,,,
2024-10-21 22:11:00,,,,2024-10-21 22:11:00,,,,,,,,,,,,,,
2024-10-21 22:12:00,,,,2024-10-21 22:12:00,,,,,,,,,,,,,,
2024-10-21 22:13:00,,,,2024-10-21 22:13:00,,,,,,,,,,,,,,
2024-10-21 22:14:00,,,,2024-10-21 22:14:00,,,,,,,,,,,,,,
2024-10-21 22:15:00,,,,2024-10-21 22:15:00,,,,,,,,,,,,,,
2024-10-21 22:16:00,,,,2024-10-21 22:16:00,,,,,,,,,,,,,,
2024-10-21 22:17:00,,,,2024-10-21 22:17:00,,,,,,,,,,,,,,
2024-10-21 22:18:00,,,,2024-10-21 22:18:00,,,,,,,,,,,,,,
2024-10-21 22:19:00,,,,2024-10-21 22:19:00,,,,,,,,,,,,,,
2024-10-21 22:20:00,,,,2024-10-21 22:20:00,,,,,,,,,,,,,,
2024-10-21 22:21:00,,,,2024-10-21 22:21:00,,,,,,,,,,,,,,
2024-10-21 22:22:00,,,,2024-10-21 22:22:00,,,,,,,,,,,,,,
2024-10-21 22:23:00,,,,2024-10-21 22:23:00,,,,,,,,,,,,,,
2024-10-21 22:24:00,,,,2024-10-21 22:24:00,,,,,,,,,,,,,,
2024-10-21 22:25:00,,,,2024-10-21 22:25:00,,,,,,,,,,,,,,
2024-10-21 22:26:00,,,,2024-10-21 22:26:00,,,,,,,,,,,,,,
2024-10-21 22:27:00,,,,2024-10-21 22:27:00,,,,,,,,,,,,,,
2024-10-21 22:28:00,,,,2024-10-21 22:28:00,,,,,,,,,,,,,,
2024-10-21 22:29:00,,,,2024-10-21 22:29:00,,,,,,,,,,,,,,
2024-10-21 22:30:00,,,,2024-10-21 22:30:00,,,,,,,,,,,,,,
2024-10-21 22:31:00,,,,2024-10-21 22:31:00,,,,,,,,,,,,,,
2024-10-21 22:32:00,,,,2024-10-21 22:32:00,,,,,,,,,,,,,,
2024-10-21 22:33:00,,,,2024-10-21 22:33:00,,,,,,,,,,,,,,
2024-10-21 22:34:00,,,,2024-10-21 22:34:00,,,,,,,,,,,,,,
2024-10-21 22:35:00,,,,2024-10-21 22:35:00,,,,,,,,,,,,,,
2024-10-21 22:36:00,,,,2024-10-21 22:36:00,,,,,,,,,,,,,,
2024-10-21 22:37:00,,,,2024-10-21 22:37:00,,,,,,,,,,,,,,
2024-10-21 22:38:00,,,,2024-10-21 22:38:00,,,,,,,,,,,,,,
2024-10-21 22:39:00,,,,2024-10-21 22:39:00,,,,,,,,,,,,,,
2024-10-21 22:40:00,,,,2024-10-21 22:40:00,,,,,,,,,,,,,,
2024-10-21 22:41:00,,,,2024-10-21 22:41:00,,,,,,,,,,,,,,
2024-10-21 22:42:00,,,,2024-10-21 22:42:00,,,,,,,,,,,,,,
2024-10-21 22:43:00,,,,2024-10-21 22:43:00,,,,,,,,,,,,,,
2024-10-21 22:44:00,,,,2024-10-21 22:44:00,,,,,,,,,,,,,,
2024-10-21 22:45:00,,,,2024-10-21 22:45:00,,,,,,,,,,,,,,
2024-10-21 22:46:00,,,,2024-10-21 22:46:00,,,,,,,,,,,,,,
2024-10-21 22:47:00,,,,2024-10-21 22:47:00,,,,,,,,,,,,,,
2024-10-21 22:48:00,,,,2024-10-21 22:48:00,,,,,,,,,,,,,,
2024-10-21 22:49:00,,,,2024-10-21 22:49:00,,,,,,,,,,,,,,
2024-10-21 22:50:00,,,,2024-10-21 22:50:00,,,,,,,,,,,,,,
2024-10-21 22:51:00,,,,2024-10-21 22:51:00,,,,,,,,,,,,,,
2024-10-21 22:52:00,,,,2024-10-21 22:52:00,,,,,,,,,,,,,,
2024-10-21 22:53:00,,,,2024-10-21 22:53:00,,,,,,,,,,,,,,
2024-10-21 22:54:00,,,,2024-10-21 22:54:00,,,,,,,,,,,,,,
2024-10-21 22:55:00,,,,2024-10-21 22:55:00,,,,,,,,,,,,,,
2024-10-21 22:56:00,,,,2024-10-21 22:56:00,,,,,,,,,,,,,,
2024-10-21 22:57:00,,,,2024-10-21 22:57:00,,,,,,,,,,,,,,
2024-10-21 22:58:00,,,,2024-10-21 22:58:00,,,,,,,,,,,,,,
2024-10-21 22:59:00,,,,2024-10-21 22:59:00,,,,,,,,,,,,,,
