time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-09-29 07:00:00,,,,2024-09-29 07:00:00,,,,,,,,,,,,,,
2024-09-29 07:01:00,,,,2024-09-29 07:01:00,,,,,,,,,,,,,,
2024-09-29 07:02:00,,,,2024-09-29 07:02:00,,,,,,,,,,,,,,
2024-09-29 07:03:00,,,,2024-09-29 07:03:00,,,,,,,,,,,,,,
2024-09-29 07:04:00,ci40748031,0.79,"3 km ENE of Yorba Linda, CA",2024-09-30 16:17:49,reviewed,10.0,ci,40748031,13.0,0.0294,0.18,159.0,ml,earthquake,"M 0.8 - 3 km ENE of Yorba Linda, CA",-117.7895,33.9008333,3.6
2024-09-29 07:05:00,,,,2024-09-29 07:05:00,,,,,,,,,,,,,,
2024-09-29 07:06:00,,,,2024-09-29 07:06:00,,,,,,,,,,,,,,
2024-09-29 07:07:00,,,,2024-09-29 07:07:00,,,,,,,,,,,,,,
2024-09-29 07:08:00,,,,2024-09-29 07:08:00,,,,,,,,,,,,,,
2024-09-29 07:09:00,,,,2024-09-29 07:09:00,,,,,,,,,,,,,,
2024-09-29 07:10:00,,,,2024-09-29 07:10:00,,,,,,,,,,,,,,
2024-09-29 07:11:00,,,,2024-09-29 07:11:00,,,,,,,,,,,,,,
2024-09-29 07:12:00,,,,2024-09-29 07:12:00,,,,,,,,,,,,,,
2024-09-29 07:13:00,,,,2024-09-29 07:13:00,,,,,,,,,,,,,,
2024-09-29 07:14:00,,,,2024-09-29 07:14:00,,,,,,,,,,,,,,
2024-09-29 07:15:00,,,,2024-09-29 07:15:00,,,,,,,,,,,,,,
2024-09-29 07:16:00,,,,2024-09-29 07:16:00,,,,,,,,,,,,,,
2024-09-29 07:17:00,,,,2024-09-29 07:17:00,,,,,,,,,,,,,,
2024-09-29 07:18:00,,,,2024-09-29 07:18:00,,,,,,,,,,,,,,
2024-09-29 07:19:00,,,,2024-09-29 07:19:00,,,,,,,,,,,,,,
2024-09-29 07:20:00,,,,2024-09-29 07:20:00,,,,,,,,,,,,,,
2024-09-29 07:21:00,,,,2024-09-29 07:21:00,,,,,,,,,,,,,,
2024-09-29 07:22:00,,,,2024-09-29 07:22:00,,,,,,,,,,,,,,
2024-09-29 07:23:00,,,,2024-09-29 07:23:00,,,,,,,,,,,,,,
2024-09-29 07:24:00,,,,2024-09-29 07:24:00,,,,,,,,,,,,,,
2024-09-29 07:25:00,,,,2024-09-29 07:25:00,,,,,,,,,,,,,,
2024-09-29 07:26:00,,,,2024-09-29 07:26:00,,,,,,,,,,,,,,
2024-09-29 07:27:00,,,,2024-09-29 07:27:00,,,,,,,,,,,,,,
2024-09-29 07:28:00,,,,2024-09-29 07:28:00,,,,,,,,,,,,,,
2024-09-29 07:29:00,,,,2024-09-29 07:29:00,,,,,,,,,,,,,,
2024-09-29 07:30:00,,,,2024-09-29 07:30:00,,,,,,,,,,,,,,
2024-09-29 07:31:00,,,,2024-09-29 07:31:00,,,,,,,,,,,,,,
2024-09-29 07:32:00,,,,2024-09-29 07:32:00,,,,,,,,,,,,,,
2024-09-29 07:33:00,,,,2024-09-29 07:33:00,,,,,,,,,,,,,,
2024-09-29 07:34:00,,,,2024-09-29 07:34:00,,,,,,,,,,,,,,
2024-09-29 07:35:00,,,,2024-09-29 07:35:00,,,,,,,,,,,,,,
2024-09-29 07:36:00,,,,2024-09-29 07:36:00,,,,,,,,,,,,,,
2024-09-29 07:37:00,,,,2024-09-29 07:37:00,,,,,,,,,,,,,,
2024-09-29 07:38:00,,,,2024-09-29 07:38:00,,,,,,,,,,,,,,
2024-09-29 07:39:00,,,,2024-09-29 07:39:00,,,,,,,,,,,,,,
2024-09-29 07:40:00,,,,2024-09-29 07:40:00,,,,,,,,,,,,,,
2024-09-29 07:41:00,,,,2024-09-29 07:41:00,,,,,,,,,,,,,,
2024-09-29 07:42:00,,,,2024-09-29 07:42:00,,,,,,,,,,,,,,
2024-09-29 07:43:00,,,,2024-09-29 07:43:00,,,,,,,,,,,,,,
2024-09-29 07:44:00,,,,2024-09-29 07:44:00,,,,,,,,,,,,,,
2024-09-29 07:45:00,,,,2024-09-29 07:45:00,,,,,,,,,,,,,,
2024-09-29 07:46:00,,,,2024-09-29 07:46:00,,,,,,,,,,,,,,
2024-09-29 07:47:00,,,,2024-09-29 07:47:00,,,,,,,,,,,,,,
2024-09-29 07:48:00,,,,2024-09-29 07:48:00,,,,,,,,,,,,,,
2024-09-29 07:49:00,,,,2024-09-29 07:49:00,,,,,,,,,,,,,,
2024-09-29 07:50:00,,,,2024-09-29 07:50:00,,,,,,,,,,,,,,
2024-09-29 07:51:00,,,,2024-09-29 07:51:00,,,,,,,,,,,,,,
2024-09-29 07:52:00,,,,2024-09-29 07:52:00,,,,,,,,,,,,,,
2024-09-29 07:53:00,,,,2024-09-29 07:53:00,,,,,,,,,,,,,,
2024-09-29 07:54:00,,,,2024-09-29 07:54:00,,,,,,,,,,,,,,
2024-09-29 07:55:00,,,,2024-09-29 07:55:00,,,,,,,,,,,,,,
2024-09-29 07:56:00,,,,2024-09-29 07:56:00,,,,,,,,,,,,,,
2024-09-29 07:57:00,,,,2024-09-29 07:57:00,,,,,,,,,,,,,,
2024-09-29 07:58:00,,,,2024-09-29 07:58:00,,,,,,,,,,,,,,
2024-09-29 07:59:00,,,,2024-09-29 07:59:00,,,,,,,,,,,,,,
