time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-09-26 10:00:00,,,,2024-09-26 10:00:00,,,,,,,,,,,,,,
2024-09-26 10:01:00,,,,2024-09-26 10:01:00,,,,,,,,,,,,,,
2024-09-26 10:02:00,,,,2024-09-26 10:02:00,,,,,,,,,,,,,,
2024-09-26 10:03:00,,,,2024-09-26 10:03:00,,,,,,,,,,,,,,
2024-09-26 10:04:00,,,,2024-09-26 10:04:00,,,,,,,,,,,,,,
2024-09-26 10:05:00,,,,2024-09-26 10:05:00,,,,,,,,,,,,,,
2024-09-26 10:06:00,,,,2024-09-26 10:06:00,,,,,,,,,,,,,,
2024-09-26 10:07:00,,,,2024-09-26 10:07:00,,,,,,,,,,,,,,
2024-09-26 10:08:00,,,,2024-09-26 10:08:00,,,,,,,,,,,,,,
2024-09-26 10:09:00,,,,2024-09-26 10:09:00,,,,,,,,,,,,,,
2024-09-26 10:10:00,,,,2024-09-26 10:10:00,,,,,,,,,,,,,,
2024-09-26 10:11:00,,,,2024-09-26 10:11:00,,,,,,,,,,,,,,
2024-09-26 10:12:00,ci40745959,0.95,"9 km SW of Corona, CA",2024-09-26 14:07:42,reviewed,14.0,ci,40745959,29.0,0.02766,0.22,97.0,ml,earthquake,"M 1.0 - 9 km SW of Corona, CA",-117.6381667,33.8086667,3.37
2024-09-26 10:13:00,,,,2024-09-26 10:13:00,,,,,,,,,,,,,,
2024-09-26 10:14:00,,,,2024-09-26 10:14:00,,,,,,,,,,,,,,
2024-09-26 10:15:00,,,,2024-09-26 10:15:00,,,,,,,,,,,,,,
2024-09-26 10:16:00,,,,2024-09-26 10:16:00,,,,,,,,,,,,,,
2024-09-26 10:17:00,,,,2024-09-26 10:17:00,,,,,,,,,,,,,,
2024-09-26 10:18:00,,,,2024-09-26 10:18:00,,,,,,,,,,,,,,
2024-09-26 10:19:00,,,,2024-09-26 10:19:00,,,,,,,,,,,,,,
2024-09-26 10:20:00,,,,2024-09-26 10:20:00,,,,,,,,,,,,,,
2024-09-26 10:21:00,,,,2024-09-26 10:21:00,,,,,,,,,,,,,,
2024-09-26 10:22:00,,,,2024-09-26 10:22:00,,,,,,,,,,,,,,
2024-09-26 10:23:00,,,,2024-09-26 10:23:00,,,,,,,,,,,,,,
2024-09-26 10:24:00,,,,2024-09-26 10:24:00,,,,,,,,,,,,,,
2024-09-26 10:25:00,,,,2024-09-26 10:25:00,,,,,,,,,,,,,,
2024-09-26 10:26:00,ci40745983,1.12,"3 km SSE of Fontana, CA",2024-09-26 14:08:25,reviewed,19.0,ci,40745983,57.0,0.02671,0.2,44.0,ml,earthquake,"M 1.1 - 3 km SSE of Fontana, CA",-117.452,34.0751667,3.31
2024-09-26 10:27:00,,,,2024-09-26 10:27:00,,,,,,,,,,,,,,
2024-09-26 10:28:00,,,,2024-09-26 10:28:00,,,,,,,,,,,,,,
2024-09-26 10:29:00,,,,2024-09-26 10:29:00,,,,,,,,,,,,,,
2024-09-26 10:30:00,,,,2024-09-26 10:30:00,,,,,,,,,,,,,,
2024-09-26 10:31:00,,,,2024-09-26 10:31:00,,,,,,,,,,,,,,
2024-09-26 10:32:00,,,,2024-09-26 10:32:00,,,,,,,,,,,,,,
2024-09-26 10:33:00,,,,2024-09-26 10:33:00,,,,,,,,,,,,,,
2024-09-26 10:34:00,,,,2024-09-26 10:34:00,,,,,,,,,,,,,,
2024-09-26 10:35:00,,,,2024-09-26 10:35:00,,,,,,,,,,,,,,
2024-09-26 10:36:00,,,,2024-09-26 10:36:00,,,,,,,,,,,,,,
2024-09-26 10:37:00,ci40745991,0.71,"2 km SSE of Fontana, CA",2024-09-26 18:00:11,reviewed,8.0,ci,40745991,30.0,0.02655,0.18,57.0,ml,earthquake,"M 0.7 - 2 km SSE of Fontana, CA",-117.4528333,34.0756667,3.12
2024-09-26 10:38:00,,,,2024-09-26 10:38:00,,,,,,,,,,,,,,
