time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-09-07 18:00:00,,,,2024-09-07 18:00:00,,,,,,,,,,,,,,
2024-09-07 18:01:00,,,,2024-09-07 18:01:00,,,,,,,,,,,,,,
2024-09-07 18:02:00,,,,2024-09-07 18:02:00,,,,,,,,,,,,,,
2024-09-07 18:03:00,ci40727647,1.41,"5 km SE of Ontario, CA",2024-09-09 18:29:53,reviewed,31.0,ci,40727647,54.0,0.03118,0.15,39.0,ml,earthquake,"M 1.4 - 5 km SE of Ontario, CA",-117.5916667,34.0233333,5.62
2024-09-07 18:04:00,,,,2024-09-07 18:04:00,,,,,,,,,,,,,,
2024-09-07 18:05:00,,,,2024-09-07 18:05:00,,,,,,,,,,,,,,
2024-09-07 18:06:00,,,,2024-09-07 18:06:00,,,,,,,,,,,,,,
2024-09-07 18:07:00,,,,2024-09-07 18:07:00,,,,,,,,,,,,,,
2024-09-07 18:08:00,,,,2024-09-07 18:08:00,,,,,,,,,,,,,,
2024-09-07 18:09:00,,,,2024-09-07 18:09:00,,,,,,,,,,,,,,
2024-09-07 18:10:00,ci40727663,1.96,"4 km SE of Ontario, CA",2024-09-08 14:49:33,reviewed,61.0,ci,40727663,92.0,0.013,0.17,22.0,ml,earthquake,"M 2.0 - 4 km SE of Ontario, CA",-117.5946667,34.0255,4.96
2024-09-07 18:11:00,,,,2024-09-07 18:11:00,,,,,,,,,,,,,,
2024-09-07 18:12:00,,,,2024-09-07 18:12:00,,,,,,,,,,,,,,
2024-09-07 18:13:00,,,,2024-09-07 18:13:00,,,,,,,,,,,,,,
2024-09-07 18:14:00,,,,2024-09-07 18:14:00,,,,,,,,,,,,,,
2024-09-07 18:15:00,,,,2024-09-07 18:15:00,,,,,,,,,,,,,,
2024-09-07 18:16:00,,,,2024-09-07 18:16:00,,,,,,,,,,,,,,
2024-09-07 18:17:00,,,,2024-09-07 18:17:00,,,,,,,,,,,,,,
2024-09-07 18:18:00,ci40727671,1.17,"4 km SE of Ontario, CA",2024-09-08 14:46:31,reviewed,21.0,ci,40727671,27.0,0.03255,0.12,87.0,ml,earthquake,"M 1.2 - 4 km SE of Ontario, CA",-117.5893333,34.0276667,5.43
2024-09-07 18:19:00,,,,2024-09-07 18:19:00,,,,,,,,,,,,,,
2024-09-07 18:20:00,,,,2024-09-07 18:20:00,,,,,,,,,,,,,,
2024-09-07 18:21:00,,,,2024-09-07 18:21:00,,,,,,,,,,,,,,
2024-09-07 18:22:00,,,,2024-09-07 18:22:00,,,,,,,,,,,,,,
2024-09-07 18:23:00,,,,2024-09-07 18:23:00,,,,,,,,,,,,,,
2024-09-07 18:24:00,,,,2024-09-07 18:24:00,,,,,,,,,,,,,,
2024-09-07 18:25:00,,,,2024-09-07 18:25:00,,,,,,,,,,,,,,
2024-09-07 18:26:00,,,,2024-09-07 18:26:00,,,,,,,,,,,,,,
2024-09-07 18:27:00,,,,2024-09-07 18:27:00,,,,,,,,,,,,,,
2024-09-07 18:28:00,,,,2024-09-07 18:28:00,,,,,,,,,,,,,,
2024-09-07 18:29:00,,,,2024-09-07 18:29:00,,,,,,,,,,,,,,
2024-09-07 18:30:00,,,,2024-09-07 18:30:00,,,,,,,,,,,,,,
2024-09-07 18:31:00,,,,2024-09-07 18:31:00,,,,,,,,,,,,,,
2024-09-07 18:32:00,,,,2024-09-07 18:32:00,,,,,,,,,,,,,,
2024-09-07 18:33:00,,,,2024-09-07 18:33:00,,,,,,,,,,,,,,
2024-09-07 18:34:00,,,,2024-09-07 18:34:00,,,,,,,,,,,,,,
2024-09-07 18:35:00,,,,2024-09-07 18:35:00,,,,,,,,,,,,,,
2024-09-07 18:36:00,,,,2024-09-07 18:36:00,,,,,,,,,,,,,,
2024-09-07 18:37:00,,,,2024-09-07 18:37:00,,,,,,,,,,,,,,
2024-09-07 18:38:00,,,,2024-09-07 18:38:00,,,,,,,,,,,,,,
2024-09-07 18:39:00,,,,2024-09-07 18:39:00,,,,,,,,,,,,,,
2024-09-07 18:40:00,,,,2024-09-07 18:40:00,,,,,,,,,,,,,,
2024-09-07 18:41:00,,,,2024-09-07 18:41:00,,,,,,,,,,,,,,
2024-09-07 18:42:00,,,,2024-09-07 18:42:00,,,,,,,,,,,,,,
2024-09-07 18:43:00,ci40727679,2.2,"4 km SE of Ontario, CA",2024-09-09 19:53:44,reviewed,74.0,ci,40727679,101.0,0.01341,0.17,19.0,ml,earthquake,"M 2.2 - 4 km SE of Ontario, CA",-117.5946667,34.0248333,5.67
2024-09-07 18:44:00,ci40727687,1.33,"4 km SE of Ontario, CA",2024-09-08 14:45:58,reviewed,27.0,ci,40727687,41.0,0.03392,0.15,41.0,ml,earthquake,"M 1.3 - 4 km SE of Ontario, CA",-117.5921667,34.0271667,5.21
2024-09-07 18:45:00,ci40727695,2.58,"4 km SE of Ontario, CA",2024-11-15 16:20:04,reviewed,116.0,ci,40727695,124.0,0.01137,0.17,20.0,ml,earthquake,"M 2.6 - 4 km SE of Ontario, CA",-117.598,34.0248333,5.64
2024-09-07 18:46:00,,,,2024-09-07 18:46:00,,,,,,,,,,,,,,
2024-09-07 18:47:00,,,,2024-09-07 18:47:00,,,,,,,,,,,,,,
2024-09-07 18:48:00,,,,2024-09-07 18:48:00,,,,,,,,,,,,,,
2024-09-07 18:49:00,ci40727703,1.42,"5 km SE of Ontario, CA",2024-09-08 14:46:26,reviewed,31.0,ci,40727703,62.0,0.02006,0.14,37.0,ml,earthquake,"M 1.4 - 5 km SE of Ontario, CA",-117.59,34.0191667,5.09
2024-09-07 18:50:00,,,,2024-09-07 18:50:00,,,,,,,,,,,,,,
2024-09-07 18:51:00,,,,2024-09-07 18:51:00,,,,,,,,,,,,,,
2024-09-07 18:52:00,,,,2024-09-07 18:52:00,,,,,,,,,,,,,,
2024-09-07 18:53:00,,,,2024-09-07 18:53:00,,,,,,,,,,,,,,
2024-09-07 18:54:00,,,,2024-09-07 18:54:00,,,,,,,,,,,,,,
2024-09-07 18:55:00,ci40727711,1.18,"4 km SE of Ontario, CA",2024-09-08 14:45:55,reviewed,21.0,ci,40727711,20.0,0.1012,0.16,66.0,ml,earthquake,"M 1.2 - 4 km SE of Ontario, CA",-117.5886667,34.028,5.92
2024-09-07 18:56:00,,,,2024-09-07 18:56:00,,,,,,,,,,,,,,
2024-09-07 18:57:00,,,,2024-09-07 18:57:00,,,,,,,,,,,,,,
2024-09-07 18:58:00,,,,2024-09-07 18:58:00,,,,,,,,,,,,,,
2024-09-07 18:59:00,,,,2024-09-07 18:59:00,,,,,,,,,,,,,,
