time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-10-23 01:00:00,,,,2024-10-23 01:00:00,,,,,,,,,,,,,,
2024-10-23 01:01:00,,,,2024-10-23 01:01:00,,,,,,,,,,,,,,
2024-10-23 01:02:00,,,,2024-10-23 01:02:00,,,,,,,,,,,,,,
2024-10-23 01:03:00,,,,2024-10-23 01:03:00,,,,,,,,,,,,,,
2024-10-23 01:04:00,,,,2024-10-23 01:04:00,,,,,,,,,,,,,,
2024-10-23 01:05:00,,,,2024-10-23 01:05:00,,,,,,,,,,,,,,
2024-10-23 01:06:00,,,,2024-10-23 01:06:00,,,,,,,,,,,,,,
2024-10-23 01:07:00,,,,2024-10-23 01:07:00,,,,,,,,,,,,,,
2024-10-23 01:08:00,,,,2024-10-23 01:08:00,,,,,,,,,,,,,,
2024-10-23 01:09:00,,,,2024-10-23 01:09:00,,,,,,,,,,,,,,
2024-10-23 01:10:00,,,,2024-10-23 01:10:00,,,,,,,,,,,,,,
2024-10-23 01:11:00,,,,2024-10-23 01:11:00,,,,,,,,,,,,,,
2024-10-23 01:12:00,,,,2024-10-23 01:12:00,,,,,,,,,,,,,,
2024-10-23 01:13:00,,,,2024-10-23 01:13:00,,,,,,,,,,,,,,
2024-10-23 01:14:00,,,,2024-10-23 01:14:00,,,,,,,,,,,,,,
2024-10-23 01:15:00,,,,2024-10-23 01:15:00,,,,,,,,,,,,,,
2024-10-23 01:16:00,,,,2024-10-23 01:16:00,,,,,,,,,,,,,,
2024-10-23 01:17:00,,,,2024-10-23 01:17:00,,,,,,,,,,,,,,
2024-10-23 01:18:00,,,,2024-10-23 01:18:00,,,,,,,,,,,,,,
2024-10-23 01:19:00,,,,2024-10-23 01:19:00,,,,,,,,,,,,,,
2024-10-23 01:20:00,,,,2024-10-23 01:20:00,,,,,,,,,,,,,,
2024-10-23 01:21:00,,,,2024-10-23 01:21:00,,,,,,,,,,,,,,
2024-10-23 01:22:00,,,,2024-10-23 01:22:00,,,,,,,,,,,,,,
2024-10-23 01:23:00,,,,2024-10-23 01:23:00,,,,,,,,,,,,,,
2024-10-23 01:24:00,,,,2024-10-23 01:24:00,,,,,,,,,,,,,,
2024-10-23 01:25:00,,,,2024-10-23 01:25:00,,,,,,,,,,,,,,
2024-10-23 01:26:00,,,,2024-10-23 01:26:00,,,,,,,,,,,,,,
2024-10-23 01:27:00,,,,2024-10-23 01:27:00,,,,,,,,,,,,,,
2024-10-23 01:28:00,,,,2024-10-23 01:28:00,,,,,,,,,,,,,,
2024-10-23 01:29:00,ci40961280,1.08,"2 km N of Orange, CA",2024-10-23 15:52:54,reviewed,18.0,ci,40961280,34.0,0.03446,0.26,125.0,ml,earthquake,"M 1.1 - 2 km N of Orange, CA",-117.8356667,33.822,3.3
2024-10-23 01:30:00,,,,2024-10-23 01:30:00,,,,,,,,,,,,,,
2024-10-23 01:31:00,,,,2024-10-23 01:31:00,,,,,,,,,,,,,,
2024-10-23 01:32:00,,,,2024-10-23 01:32:00,,,,,,,,,,,,,,
2024-10-23 01:33:00,,,,2024-10-23 01:33:00,,,,,,,,,,,,,,
2024-10-23 01:34:00,,,,2024-10-23 01:34:00,,,,,,,,,,,,,,
2024-10-23 01:35:00,,,,2024-10-23 01:35:00,,,,,,,,,,,,,,
2024-10-23 01:36:00,,,,2024-10-23 01:36:00,,,,,,,,,,,,,,
2024-10-23 01:37:00,,,,2024-10-23 01:37:00,,,,,,,,,,,,,,
2024-10-23 01:38:00,,,,2024-10-23 01:38:00,,,,,,,,,,,,,,
2024-10-23 01:39:00,,,,2024-10-23 01:39:00,,,,,,,,,,,,,,
2024-10-23 01:40:00,,,,2024-10-23 01:40:00,,,,,,,,,,,,,,
2024-10-23 01:41:00,,,,2024-10-23 01:41:00,,,,,,,,,,,,,,
2024-10-23 01:42:00,,,,2024-10-23 01:42:00,,,,,,,,,,,,,,
2024-10-23 01:43:00,,,,2024-10-23 01:43:00,,,,,,,,,,,,,,
2024-10-23 01:44:00,,,,2024-10-23 01:44:00,,,,,,,,,,,,,,
2024-10-23 01:45:00,,,,2024-10-23 01:45:00,,,,,,,,,,,,,,
2024-10-23 01:46:00,,,,2024-10-23 01:46:00,,,,,,,,,,,,,,
2024-10-23 01:47:00,,,,2024-10-23 01:47:00,,,,,,,,,,,,,,
2024-10-23 01:48:00,,,,2024-10-23 01:48:00,,,,,,,,,,,,,,
2024-10-23 01:49:00,,,,2024-10-23 01:49:00,,,,,,,,,,,,,,
2024-10-23 01:50:00,,,,2024-10-23 01:50:00,,,,,,,,,,,,,,
2024-10-23 01:51:00,,,,2024-10-23 01:51:00,,,,,,,,,,,,,,
2024-10-23 01:52:00,,,,2024-10-23 01:52:00,,,,,,,,,,,,,,
2024-10-23 01:53:00,,,,2024-10-23 01:53:00,,,,,,,,,,,,,,
2024-10-23 01:54:00,,,,2024-10-23 01:54:00,,,,,,,,,,,,,,
2024-10-23 01:55:00,,,,2024-10-23 01:55:00,,,,,,,,,,,,,,
2024-10-23 01:56:00,,,,2024-10-23 01:56:00,,,,,,,,,,,,,,
2024-10-23 01:57:00,,,,2024-10-23 01:57:00,,,,,,,,,,,,,,
2024-10-23 01:58:00,,,,2024-10-23 01:58:00,,,,,,,,,,,,,,
2024-10-23 01:59:00,,,,2024-10-23 01:59:00,,,,,,,,,,,,,,
