time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-11-19 13:00:00,,,,2024-11-19 13:00:00,,,,,,,,,,,,,,
2024-11-19 13:01:00,,,,2024-11-19 13:01:00,,,,,,,,,,,,,,
2024-11-19 13:02:00,,,,2024-11-19 13:02:00,,,,,,,,,,,,,,
2024-11-19 13:03:00,,,,2024-11-19 13:03:00,,,,,,,,,,,,,,
2024-11-19 13:04:00,,,,2024-11-19 13:04:00,,,,,,,,,,,,,,
2024-11-19 13:05:00,,,,2024-11-19 13:05:00,,,,,,,,,,,,,,
2024-11-19 13:06:00,,,,2024-11-19 13:06:00,,,,,,,,,,,,,,
2024-11-19 13:07:00,,,,2024-11-19 13:07:00,,,,,,,,,,,,,,
2024-11-19 13:08:00,,,,2024-11-19 13:08:00,,,,,,,,,,,,,,
2024-11-19 13:09:00,,,,2024-11-19 13:09:00,,,,,,,,,,,,,,
2024-11-19 13:10:00,,,,2024-11-19 13:10:00,,,,,,,,,,,,,,
2024-11-19 13:11:00,,,,2024-11-19 13:11:00,,,,,,,,,,,,,,
2024-11-19 13:12:00,,,,2024-11-19 13:12:00,,,,,,,,,,,,,,
2024-11-19 13:13:00,,,,2024-11-19 13:13:00,,,,,,,,,,,,,,
2024-11-19 13:14:00,,,,2024-11-19 13:14:00,,,,,,,,,,,,,,
2024-11-19 13:15:00,,,,2024-11-19 13:15:00,,,,,,,,,,,,,,
2024-11-19 13:16:00,,,,2024-11-19 13:16:00,,,,,,,,,,,,,,
2024-11-19 13:17:00,,,,2024-11-19 13:17:00,,,,,,,,,,,,,,
2024-11-19 13:18:00,,,,2024-11-19 13:18:00,,,,,,,,,,,,,,
2024-11-19 13:19:00,ci40796143,1.21,"8 km NE of Moreno Valley, CA",2024-11-19 14:07:13,reviewed,23.0,ci,40796143,62.0,0.03257,0.17,36.0,ml,earthquake,"M 1.2 - 8 km NE of Moreno Valley, CA",-117.1638333,33.9791667,15.12
2024-11-19 13:20:00,,,,2024-11-19 13:20:00,,,,,,,,,,,,,,
2024-11-19 13:21:00,,,,2024-11-19 13:21:00,,,,,,,,,,,,,,
2024-11-19 13:22:00,,,,2024-11-19 13:22:00,,,,,,,,,,,,,,
2024-11-19 13:23:00,,,,2024-11-19 13:23:00,,,,,,,,,,,,,,
2024-11-19 13:24:00,,,,2024-11-19 13:24:00,,,,,,,,,,,,,,
2024-11-19 13:25:00,,,,2024-11-19 13:25:00,,,,,,,,,,,,,,
2024-11-19 13:26:00,,,,2024-11-19 13:26:00,,,,,,,,,,,,,,
2024-11-19 13:27:00,,,,2024-11-19 13:27:00,,,,,,,,,,,,,,
2024-11-19 13:28:00,,,,2024-11-19 13:28:00,,,,,,,,,,,,,,
2024-11-19 13:29:00,,,,2024-11-19 13:29:00,,,,,,,,,,,,,,
2024-11-19 13:30:00,,,,2024-11-19 13:30:00,,,,,,,,,,,,,,
2024-11-19 13:31:00,,,,2024-11-19 13:31:00,,,,,,,,,,,,,,
2024-11-19 13:32:00,,,,2024-11-19 13:32:00,,,,,,,,,,,,,,
2024-11-19 13:33:00,,,,2024-11-19 13:33:00,,,,,,,,,,,,,,
2024-11-19 13:34:00,,,,2024-11-19 13:34:00,,,,,,,,,,,,,,
2024-11-19 13:35:00,,,,2024-11-19 13:35:00,,,,,,,,,,,,,,
2024-11-19 13:36:00,,,,2024-11-19 13:36:00,,,,,,,,,,,,,,
2024-11-19 13:37:00,,,,2024-11-19 13:37:00,,,,,,,,,,,,,,
2024-11-19 13:38:00,,,,2024-11-19 13:38:00,,,,,,,,,,,,,,
2024-11-19 13:39:00,,,,2024-11-19 13:39:00,,,,,,,,,,,,,,
