time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-09-25 04:00:00,,,,2024-09-25 04:00:00,,,,,,,,,,,,,,
2024-09-25 04:01:00,,,,2024-09-25 04:01:00,,,,,,,,,,,,,,
2024-09-25 04:02:00,,,,2024-09-25 04:02:00,,,,,,,,,,,,,,
2024-09-25 04:03:00,,,,2024-09-25 04:03:00,,,,,,,,,,,,,,
2024-09-25 04:04:00,,,,2024-09-25 04:04:00,,,,,,,,,,,,,,
2024-09-25 04:05:00,,,,2024-09-25 04:05:00,,,,,,,,,,,,,,
2024-09-25 04:06:00,,,,2024-09-25 04:06:00,,,,,,,,,,,,,,
2024-09-25 04:07:00,,,,2024-09-25 04:07:00,,,,,,,,,,,,,,
2024-09-25 04:08:00,,,,2024-09-25 04:08:00,,,,,,,,,,,,,,
2024-09-25 04:09:00,ci40744887,0.83,"2 km SSE of Fontana, CA",2024-09-25 14:40:54,reviewed,11.0,ci,40744887,40.0,0.02244,0.19,64.0,ml,earthquake,"M 0.8 - 2 km SSE of Fontana, CA",-117.4476667,34.0783333,4.15
2024-09-25 04:10:00,,,,2024-09-25 04:10:00,,,,,,,,,,,,,,
2024-09-25 04:11:00,,,,2024-09-25 04:11:00,,,,,,,,,,,,,,
2024-09-25 04:12:00,,,,2024-09-25 04:12:00,,,,,,,,,,,,,,
2024-09-25 04:13:00,,,,2024-09-25 04:13:00,,,,,,,,,,,,,,
2024-09-25 04:14:00,ci40744895,2.13,"2 km S of Fontana, CA",2024-09-25 15:51:27,reviewed,81.0,ci,40744895,109.0,0.02617,0.21,20.0,ml,earthquake,"M 2.1 - 2 km S of Fontana, CA",-117.4545,34.0768333,3.83
2024-09-25 04:15:00,,,,2024-09-25 04:15:00,,,,,,,,,,,,,,
2024-09-25 04:16:00,,,,2024-09-25 04:16:00,,,,,,,,,,,,,,
2024-09-25 04:17:00,,,,2024-09-25 04:17:00,,,,,,,,,,,,,,
2024-09-25 04:18:00,,,,2024-09-25 04:18:00,,,,,,,,,,,,,,
2024-09-25 04:19:00,,,,2024-09-25 04:19:00,,,,,,,,,,,,,,
2024-09-25 04:20:00,,,,2024-09-25 04:20:00,,,,,,,,,,,,,,
2024-09-25 04:21:00,ci40744903,1.57,"6 km N of Malibu, CA",2024-09-25 16:06:21,reviewed,38.0,ci,40744903,49.0,0.03489,0.24,101.0,ml,earthquake,"M 1.6 - 6 km N of Malibu, CA",-118.814,34.0601667,9.67
2024-09-25 04:22:00,,,,2024-09-25 04:22:00,,,,,,,,,,,,,,
2024-09-25 04:23:00,,,,2024-09-25 04:23:00,,,,,,,,,,,,,,
2024-09-25 04:24:00,ci40744911,0.89,"2 km SSE of Fontana, CA",2024-09-25 16:18:35,reviewed,12.0,ci,40744911,51.0,0.02192,0.17,47.0,ml,earthquake,"M 0.9 - 2 km SSE of Fontana, CA",-117.4475,34.0788333,4.11
2024-09-25 04:25:00,,,,2024-09-25 04:25:00,,,,,,,,,,,,,,
2024-09-25 04:26:00,,,,2024-09-25 04:26:00,,,,,,,,,,,,,,
2024-09-25 04:27:00,,,,2024-09-25 04:27:00,,,,,,,,,,,,,,
2024-09-25 04:28:00,,,,2024-09-25 04:28:00,,,,,,,,,,,,,,
2024-09-25 04:29:00,,,,2024-09-25 04:29:00,,,,,,,,,,,,,,
2024-09-25 04:30:00,,,,2024-09-25 04:30:00,,,,,,,,,,,,,,
2024-09-25 04:31:00,,,,2024-09-25 04:31:00,,,,,,,,,,,,,,
2024-09-25 04:32:00,,,,2024-09-25 04:32:00,,,,,,,,,,,,,,
2024-09-25 04:33:00,,,,2024-09-25 04:33:00,,,,,,,,,,,,,,
2024-09-25 04:34:00,,,,2024-09-25 04:34:00,,,,,,,,,,,,,,
2024-09-25 04:35:00,,,,2024-09-25 04:35:00,,,,,,,,,,,,,,
2024-09-25 04:36:00,,,,2024-09-25 04:36:00,,,,,,,,,,,,,,
2024-09-25 04:37:00,,,,2024-09-25 04:37:00,,,,,,,,,,,,,,
