time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-11-15 21:00:00,,,,2024-11-15 21:00:00,,,,,,,,,,,,,,
2024-11-15 21:01:00,,,,2024-11-15 21:01:00,,,,,,,,,,,,,,
2024-11-15 21:02:00,,,,2024-11-15 21:02:00,,,,,,,,,,,,,,
2024-11-15 21:03:00,,,,2024-11-15 21:03:00,,,,,,,,,,,,,,
2024-11-15 21:04:00,,,,2024-11-15 21:04:00,,,,,,,,,,,,,,
2024-11-15 21:05:00,,,,2024-11-15 21:05:00,,,,,,,,,,,,,,
2024-11-15 21:06:00,,,,2024-11-15 21:06:00,,,,,,,,,,,,,,
2024-11-15 21:07:00,,,,2024-11-15 21:07:00,,,,,,,,,,,,,,
2024-11-15 21:08:00,,,,2024-11-15 21:08:00,,,,,,,,,,,,,,
2024-11-15 21:09:00,,,,2024-11-15 21:09:00,,,,,,,,,,,,,,
2024-11-15 21:10:00,,,,2024-11-15 21:10:00,,,,,,,,,,,,,,
2024-11-15 21:11:00,,,,2024-11-15 21:11:00,,,,,,,,,,,,,,
2024-11-15 21:12:00,,,,2024-11-15 21:12:00,,,,,,,,,,,,,,
2024-11-15 21:13:00,,,,2024-11-15 21:13:00,,,,,,,,,,,,,,
2024-11-15 21:14:00,,,,2024-11-15 21:14:00,,,,,,,,,,,,,,
2024-11-15 21:15:00,,,,2024-11-15 21:15:00,,,,,,,,,,,,,,
2024-11-15 21:16:00,,,,2024-11-15 21:16:00,,,,,,,,,,,,,,
2024-11-15 21:17:00,,,,2024-11-15 21:17:00,,,,,,,,,,,,,,
2024-11-15 21:18:00,,,,2024-11-15 21:18:00,,,,,,,,,,,,,,
2024-11-15 21:19:00,,,,2024-11-15 21:19:00,,,,,,,,,,,,,,
2024-11-15 21:20:00,,,,2024-11-15 21:20:00,,,,,,,,,,,,,,
2024-11-15 21:21:00,,,,2024-11-15 21:21:00,,,,,,,,,,,,,,
2024-11-15 21:22:00,,,,2024-11-15 21:22:00,,,,,,,,,,,,,,
2024-11-15 21:23:00,,,,2024-11-15 21:23:00,,,,,,,,,,,,,,
2024-11-15 21:24:00,,,,2024-11-15 21:24:00,,,,,,,,,,,,,,
2024-11-15 21:25:00,,,,2024-11-15 21:25:00,,,,,,,,,,,,,,
2024-11-15 21:26:00,,,,2024-11-15 21:26:00,,,,,,,,,,,,,,
2024-11-15 21:27:00,,,,2024-11-15 21:27:00,,,,,,,,,,,,,,
2024-11-15 21:28:00,,,,2024-11-15 21:28:00,,,,,,,,,,,,,,
2024-11-15 21:29:00,,,,2024-11-15 21:29:00,,,,,,,,,,,,,,
2024-11-15 21:30:00,,,,2024-11-15 21:30:00,,,,,,,,,,,,,,
2024-11-15 21:31:00,,,,2024-11-15 21:31:00,,,,,,,,,,,,,,
2024-11-15 21:32:00,,,,2024-11-15 21:32:00,,,,,,,,,,,,,,
2024-11-15 21:33:00,,,,2024-11-15 21:33:00,,,,,,,,,,,,,,
2024-11-15 21:34:00,,,,2024-11-15 21:34:00,,,,,,,,,,,,,,
2024-11-15 21:35:00,,,,2024-11-15 21:35:00,,,,,,,,,,,,,,
2024-11-15 21:36:00,,,,2024-11-15 21:36:00,,,,,,,,,,,,,,
2024-11-15 21:37:00,,,,2024-11-15 21:37:00,,,,,,,,,,,,,,
2024-11-15 21:38:00,,,,2024-11-15 21:38:00,,,,,,,,,,,,,,
2024-11-15 21:39:00,,,,2024-11-15 21:39:00,,,,,,,,,,,,,,
2024-11-15 21:40:00,,,,2024-11-15 21:40:00,,,,,,,,,,,,,,
2024-11-15 21:41:00,,,,2024-11-15 21:41:00,,,,,,,,,,,,,,
2024-11-15 21:42:00,,,,2024-11-15 21:42:00,,,,,,,,,,,,,,
2024-11-15 21:43:00,,,,2024-11-15 21:43:00,,,,,,,,,,,,,,
2024-11-15 21:44:00,,,,2024-11-15 21:44:00,,,,,,,,,,,,,,
2024-11-15 21:45:00,,,,2024-11-15 21:45:00,,,,,,,,,,,,,,
2024-11-15 21:46:00,,,,2024-11-15 21:46:00,,,,,,,,,,,,,,
2024-11-15 21:47:00,,,,2024-11-15 21:47:00,,,,,,,,,,,,,,
2024-11-15 21:48:00,,,,2024-11-15 21:48:00,,,,,,,,,,,,,,
2024-11-15 21:49:00,,,,2024-11-15 21:49:00,,,,,,,,,,,,,,
2024-11-15 21:50:00,,,,2024-11-15 21:50:00,,,,,,,,,,,,,,
2024-11-15 21:51:00,,,,2024-11-15 21:51:00,,,,,,,,,,,,,,
2024-11-15 21:52:00,,,,2024-11-15 21:52:00,,,,,,,,,,,,,,
2024-11-15 21:53:00,,,,2024-11-15 21:53:00,,,,,,,,,,,,,,
2024-11-15 21:54:00,ci40793767,1.13,"6 km E of Palmdale, CA",2024-11-17 15:31:21,reviewed,20.0,ci,40793767,19.0,0.04829,0.15,70.0,ml,earthquake,"M 1.1 - 6 km E of Palmdale, CA",-118.0365,34.5751667,9.38
2024-11-15 21:55:00,,,,2024-11-15 21:55:00,,,,,,,,,,,,,,
2024-11-15 21:56:00,,,,2024-11-15 21:56:00,,,,,,,,,,,,,,
2024-11-15 21:57:00,,,,2024-11-15 21:57:00,,,,,,,,,,,,,,
2024-11-15 21:58:00,,,,2024-11-15 21:58:00,,,,,,,,,,,,,,
2024-11-15 21:59:00,,,,2024-11-15 21:59:00,,,,,,,,,,,,,,
