time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-11-09 10:00:00,ci40790551,0.65,"6 km N of Moreno Valley, CA",2024-11-19 17:36:24,reviewed,6.0,ci,40790551,44.0,0.05381,0.18,54.0,ml,earthquake,"M 0.7 - 6 km N of Moreno Valley, CA",-117.2256667,33.9785,12.29
2024-11-09 10:01:00,,,,2024-11-09 10:01:00,,,,,,,,,,,,,,
2024-11-09 10:02:00,,,,2024-11-09 10:02:00,,,,,,,,,,,,,,
2024-11-09 10:03:00,,,,2024-11-09 10:03:00,,,,,,,,,,,,,,
2024-11-09 10:04:00,,,,2024-11-09 10:04:00,,,,,,,,,,,,,,
2024-11-09 10:05:00,,,,2024-11-09 10:05:00,,,,,,,,,,,,,,
2024-11-09 10:06:00,,,,2024-11-09 10:06:00,,,,,,,,,,,,,,
2024-11-09 10:07:00,,,,2024-11-09 10:07:00,,,,,,,,,,,,,,
2024-11-09 10:08:00,,,,2024-11-09 10:08:00,,,,,,,,,,,,,,
2024-11-09 10:09:00,,,,2024-11-09 10:09:00,,,,,,,,,,,,,,
2024-11-09 10:10:00,,,,2024-11-09 10:10:00,,,,,,,,,,,,,,
2024-11-09 10:11:00,,,,2024-11-09 10:11:00,,,,,,,,,,,,,,
2024-11-09 10:12:00,,,,2024-11-09 10:12:00,,,,,,,,,,,,,,
2024-11-09 10:13:00,,,,2024-11-09 10:13:00,,,,,,,,,,,,,,
2024-11-09 10:14:00,,,,2024-11-09 10:14:00,,,,,,,,,,,,,,
2024-11-09 10:15:00,,,,2024-11-09 10:15:00,,,,,,,,,,,,,,
2024-11-09 10:16:00,,,,2024-11-09 10:16:00,,,,,,,,,,,,,,
2024-11-09 10:17:00,,,,2024-11-09 10:17:00,,,,,,,,,,,,,,
2024-11-09 10:18:00,,,,2024-11-09 10:18:00,,,,,,,,,,,,,,
2024-11-09 10:19:00,,,,2024-11-09 10:19:00,,,,,,,,,,,,,,
2024-11-09 10:20:00,,,,2024-11-09 10:20:00,,,,,,,,,,,,,,
2024-11-09 10:21:00,,,,2024-11-09 10:21:00,,,,,,,,,,,,,,
2024-11-09 10:22:00,,,,2024-11-09 10:22:00,,,,,,,,,,,,,,
2024-11-09 10:23:00,,,,2024-11-09 10:23:00,,,,,,,,,,,,,,
2024-11-09 10:24:00,,,,2024-11-09 10:24:00,,,,,,,,,,,,,,
2024-11-09 10:25:00,,,,2024-11-09 10:25:00,,,,,,,,,,,,,,
2024-11-09 10:26:00,,,,2024-11-09 10:26:00,,,,,,,,,,,,,,
2024-11-09 10:27:00,,,,2024-11-09 10:27:00,,,,,,,,,,,,,,
2024-11-09 10:28:00,,,,2024-11-09 10:28:00,,,,,,,,,,,,,,
2024-11-09 10:29:00,,,,2024-11-09 10:29:00,,,,,,,,,,,,,,
2024-11-09 10:30:00,,,,2024-11-09 10:30:00,,,,,,,,,,,,,,
2024-11-09 10:31:00,,,,2024-11-09 10:31:00,,,,,,,,,,,,,,
2024-11-09 10:32:00,,,,2024-11-09 10:32:00,,,,,,,,,,,,,,
2024-11-09 10:33:00,,,,2024-11-09 10:33:00,,,,,,,,,,,,,,
2024-11-09 10:34:00,,,,2024-11-09 10:34:00,,,,,,,,,,,,,,
2024-11-09 10:35:00,,,,2024-11-09 10:35:00,,,,,,,,,,,,,,
2024-11-09 10:36:00,,,,2024-11-09 10:36:00,,,,,,,,,,,,,,
2024-11-09 10:37:00,,,,2024-11-09 10:37:00,,,,,,,,,,,,,,
2024-11-09 10:38:00,,,,2024-11-09 10:38:00,,,,,,,,,,,,,,
2024-11-09 10:39:00,,,,2024-11-09 10:39:00,,,,,,,,,,,,,,
2024-11-09 10:40:00,,,,2024-11-09 10:40:00,,,,,,,,,,,,,,
2024-11-09 10:41:00,,,,2024-11-09 10:41:00,,,,,,,,,,,,,,
2024-11-09 10:42:00,,,,2024-11-09 10:42:00,,,,,,,,,,,,,,
2024-11-09 10:43:00,,,,2024-11-09 10:43:00,,,,,,,,,,,,,,
2024-11-09 10:44:00,,,,2024-11-09 10:44:00,,,,,,,,,,,,,,
2024-11-09 10:45:00,,,,2024-11-09 10:45:00,,,,,,,,,,,,,,
2024-11-09 10:46:00,,,,2024-11-09 10:46:00,,,,,,,,,,,,,,
2024-11-09 10:47:00,,,,2024-11-09 10:47:00,,,,,,,,,,,,,,
2024-11-09 10:48:00,,,,2024-11-09 10:48:00,,,,,,,,,,,,,,
2024-11-09 10:49:00,,,,2024-11-09 10:49:00,,,,,,,,,,,,,,
2024-11-09 10:50:00,,,,2024-11-09 10:50:00,,,,,,,,,,,,,,
2024-11-09 10:51:00,,,,2024-11-09 10:51:00,,,,,,,,,,,,,,
2024-11-09 10:52:00,,,,2024-11-09 10:52:00,,,,,,,,,,,,,,
2024-11-09 10:53:00,,,,2024-11-09 10:53:00,,,,,,,,,,,,,,
2024-11-09 10:54:00,,,,2024-11-09 10:54:00,,,,,,,,,,,,,,
2024-11-09 10:55:00,,,,2024-11-09 10:55:00,,,,,,,,,,,,,,
2024-11-09 10:56:00,,,,2024-11-09 10:56:00,,,,,,,,,,,,,,
2024-11-09 10:57:00,,,,2024-11-09 10:57:00,,,,,,,,,,,,,,
2024-11-09 10:58:00,,,,2024-11-09 10:58:00,,,,,,,,,,,,,,
2024-11-09 10:59:00,,,,2024-11-09 10:59:00,,,,,,,,,,,,,,
