time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-10-06 12:00:00,,,,2024-10-06 12:00:00,,,,,,,,,,,,,,
2024-10-06 12:01:00,ci40752887,0.87,"5 km SE of Ontario, CA",2024-10-06 13:56:26,reviewed,12.0,ci,40752887,40.0,0.07787,0.15,36.0,ml,earthquake,"M 0.9 - 5 km SE of Ontario, CA",-117.5893333,34.0171667,4.85
2024-10-06 12:02:00,,,,2024-10-06 12:02:00,,,,,,,,,,,,,,
2024-10-06 12:03:00,,,,2024-10-06 12:03:00,,,,,,,,,,,,,,
2024-10-06 12:04:00,,,,2024-10-06 12:04:00,,,,,,,,,,,,,,
2024-10-06 12:05:00,,,,2024-10-06 12:05:00,,,,,,,,,,,,,,
2024-10-06 12:06:00,,,,2024-10-06 12:06:00,,,,,,,,,,,,,,
2024-10-06 12:07:00,,,,2024-10-06 12:07:00,,,,,,,,,,,,,,
2024-10-06 12:08:00,,,,2024-10-06 12:08:00,,,,,,,,,,,,,,
2024-10-06 12:09:00,,,,2024-10-06 12:09:00,,,,,,,,,,,,,,
2024-10-06 12:10:00,,,,2024-10-06 12:10:00,,,,,,,,,,,,,,
2024-10-06 12:11:00,,,,2024-10-06 12:11:00,,,,,,,,,,,,,,
2024-10-06 12:12:00,,,,2024-10-06 12:12:00,,,,,,,,,,,,,,
2024-10-06 12:13:00,,,,2024-10-06 12:13:00,,,,,,,,,,,,,,
2024-10-06 12:14:00,,,,2024-10-06 12:14:00,,,,,,,,,,,,,,
2024-10-06 12:15:00,,,,2024-10-06 12:15:00,,,,,,,,,,,,,,
2024-10-06 12:16:00,,,,2024-10-06 12:16:00,,,,,,,,,,,,,,
2024-10-06 12:17:00,,,,2024-10-06 12:17:00,,,,,,,,,,,,,,
2024-10-06 12:18:00,,,,2024-10-06 12:18:00,,,,,,,,,,,,,,
2024-10-06 12:19:00,,,,2024-10-06 12:19:00,,,,,,,,,,,,,,
2024-10-06 12:20:00,,,,2024-10-06 12:20:00,,,,,,,,,,,,,,
