time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-11-14 14:00:00,,,,2024-11-14 14:00:00,,,,,,,,,,,,,,
2024-11-14 14:01:00,,,,2024-11-14 14:01:00,,,,,,,,,,,,,,
2024-11-14 14:02:00,,,,2024-11-14 14:02:00,,,,,,,,,,,,,,
2024-11-14 14:03:00,,,,2024-11-14 14:03:00,,,,,,,,,,,,,,
2024-11-14 14:04:00,,,,2024-11-14 14:04:00,,,,,,,,,,,,,,
2024-11-14 14:05:00,,,,2024-11-14 14:05:00,,,,,,,,,,,,,,
2024-11-14 14:06:00,,,,2024-11-14 14:06:00,,,,,,,,,,,,,,
2024-11-14 14:07:00,,,,2024-11-14 14:07:00,,,,,,,,,,,,,,
2024-11-14 14:08:00,,,,2024-11-14 14:08:00,,,,,,,,,,,,,,
2024-11-14 14:09:00,,,,2024-11-14 14:09:00,,,,,,,,,,,,,,
2024-11-14 14:10:00,,,,2024-11-14 14:10:00,,,,,,,,,,,,,,
2024-11-14 14:11:00,,,,2024-11-14 14:11:00,,,,,,,,,,,,,,
2024-11-14 14:12:00,,,,2024-11-14 14:12:00,,,,,,,,,,,,,,
2024-11-14 14:13:00,,,,2024-11-14 14:13:00,,,,,,,,,,,,,,
2024-11-14 14:14:00,,,,2024-11-14 14:14:00,,,,,,,,,,,,,,
2024-11-14 14:15:00,,,,2024-11-14 14:15:00,,,,,,,,,,,,,,
2024-11-14 14:16:00,,,,2024-11-14 14:16:00,,,,,,,,,,,,,,
2024-11-14 14:17:00,,,,2024-11-14 14:17:00,,,,,,,,,,,,,,
2024-11-14 14:18:00,,,,2024-11-14 14:18:00,,,,,,,,,,,,,,
2024-11-14 14:19:00,ci40793055,1.08,"5 km SE of Loma Linda, CA",2024-11-14 18:44:22,reviewed,18.0,ci,40793055,42.0,0.07769,0.14,72.0,ml,earthquake,"M 1.1 - 5 km SE of Loma Linda, CA",-117.227,34.0108333,15.44
2024-11-14 14:20:00,,,,2024-11-14 14:20:00,,,,,,,,,,,,,,
2024-11-14 14:21:00,,,,2024-11-14 14:21:00,,,,,,,,,,,,,,
2024-11-14 14:22:00,,,,2024-11-14 14:22:00,,,,,,,,,,,,,,
2024-11-14 14:23:00,,,,2024-11-14 14:23:00,,,,,,,,,,,,,,
2024-11-14 14:24:00,,,,2024-11-14 14:24:00,,,,,,,,,,,,,,
2024-11-14 14:25:00,,,,2024-11-14 14:25:00,,,,,,,,,,,,,,
2024-11-14 14:26:00,,,,2024-11-14 14:26:00,,,,,,,,,,,,,,
2024-11-14 14:27:00,,,,2024-11-14 14:27:00,,,,,,,,,,,,,,
2024-11-14 14:28:00,,,,2024-11-14 14:28:00,,,,,,,,,,,,,,
2024-11-14 14:29:00,,,,2024-11-14 14:29:00,,,,,,,,,,,,,,
2024-11-14 14:30:00,,,,2024-11-14 14:30:00,,,,,,,,,,,,,,
2024-11-14 14:31:00,,,,2024-11-14 14:31:00,,,,,,,,,,,,,,
2024-11-14 14:32:00,,,,2024-11-14 14:32:00,,,,,,,,,,,,,,
2024-11-14 14:33:00,,,,2024-11-14 14:33:00,,,,,,,,,,,,,,
2024-11-14 14:34:00,,,,2024-11-14 14:34:00,,,,,,,,,,,,,,
2024-11-14 14:35:00,,,,2024-11-14 14:35:00,,,,,,,,,,,,,,
2024-11-14 14:36:00,,,,2024-11-14 14:36:00,,,,,,,,,,,,,,
2024-11-14 14:37:00,,,,2024-11-14 14:37:00,,,,,,,,,,,,,,
2024-11-14 14:38:00,,,,2024-11-14 14:38:00,,,,,,,,,,,,,,
2024-11-14 14:39:00,,,,2024-11-14 14:39:00,,,,,,,,,,,,,,
2024-11-14 14:40:00,,,,2024-11-14 14:40:00,,,,,,,,,,,,,,
2024-11-14 14:41:00,,,,2024-11-14 14:41:00,,,,,,,,,,,,,,
2024-11-14 14:42:00,,,,2024-11-14 14:42:00,,,,,,,,,,,,,,
2024-11-14 14:43:00,,,,2024-11-14 14:43:00,,,,,,,,,,,,,,
2024-11-14 14:44:00,,,,2024-11-14 14:44:00,,,,,,,,,,,,,,
2024-11-14 14:45:00,,,,2024-11-14 14:45:00,,,,,,,,,,,,,,
2024-11-14 14:46:00,,,,2024-11-14 14:46:00,,,,,,,,,,,,,,
2024-11-14 14:47:00,,,,2024-11-14 14:47:00,,,,,,,,,,,,,,
2024-11-14 14:48:00,,,,2024-11-14 14:48:00,,,,,,,,,,,,,,
2024-11-14 14:49:00,,,,2024-11-14 14:49:00,,,,,,,,,,,,,,
2024-11-14 14:50:00,,,,2024-11-14 14:50:00,,,,,,,,,,,,,,
2024-11-14 14:51:00,,,,2024-11-14 14:51:00,,,,,,,,,,,,,,
2024-11-14 14:52:00,,,,2024-11-14 14:52:00,,,,,,,,,,,,,,
2024-11-14 14:53:00,,,,2024-11-14 14:53:00,,,,,,,,,,,,,,
2024-11-14 14:54:00,,,,2024-11-14 14:54:00,,,,,,,,,,,,,,
2024-11-14 14:55:00,,,,2024-11-14 14:55:00,,,,,,,,,,,,,,
2024-11-14 14:56:00,,,,2024-11-14 14:56:00,,,,,,,,,,,,,,
2024-11-14 14:57:00,,,,2024-11-14 14:57:00,,,,,,,,,,,,,,
2024-11-14 14:58:00,,,,2024-11-14 14:58:00,,,,,,,,,,,,,,
2024-11-14 14:59:00,,,,2024-11-14 14:59:00,,,,,,,,,,,,,,
