time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-10-15 13:00:00,,,,2024-10-15 13:00:00,,,,,,,,,,,,,,
2024-10-15 13:01:00,,,,2024-10-15 13:01:00,,,,,,,,,,,,,,
2024-10-15 13:02:00,,,,2024-10-15 13:02:00,,,,,,,,,,,,,,
2024-10-15 13:03:00,,,,2024-10-15 13:03:00,,,,,,,,,,,,,,
2024-10-15 13:04:00,,,,2024-10-15 13:04:00,,,,,,,,,,,,,,
2024-10-15 13:05:00,,,,2024-10-15 13:05:00,,,,,,,,,,,,,,
2024-10-15 13:06:00,ci40954504,1.44,"4 km N of Fontana, CA",2024-10-15 17:45:38,reviewed,32.0,ci,40954504,47.0,0.03391,0.17,42.0,ml,earthquake,"M 1.4 - 4 km N of Fontana, CA",-117.4585,34.1293333,6.53
2024-10-15 13:07:00,,,,2024-10-15 13:07:00,,,,,,,,,,,,,,
2024-10-15 13:08:00,,,,2024-10-15 13:08:00,,,,,,,,,,,,,,
2024-10-15 13:09:00,,,,2024-10-15 13:09:00,,,,,,,,,,,,,,
2024-10-15 13:10:00,,,,2024-10-15 13:10:00,,,,,,,,,,,,,,
2024-10-15 13:11:00,,,,2024-10-15 13:11:00,,,,,,,,,,,,,,
2024-10-15 13:12:00,,,,2024-10-15 13:12:00,,,,,,,,,,,,,,
2024-10-15 13:13:00,,,,2024-10-15 13:13:00,,,,,,,,,,,,,,
2024-10-15 13:14:00,,,,2024-10-15 13:14:00,,,,,,,,,,,,,,
2024-10-15 13:15:00,,,,2024-10-15 13:15:00,,,,,,,,,,,,,,
2024-10-15 13:16:00,,,,2024-10-15 13:16:00,,,,,,,,,,,,,,
2024-10-15 13:17:00,,,,2024-10-15 13:17:00,,,,,,,,,,,,,,
2024-10-15 13:18:00,,,,2024-10-15 13:18:00,,,,,,,,,,,,,,
2024-10-15 13:19:00,,,,2024-10-15 13:19:00,,,,,,,,,,,,,,
2024-10-15 13:20:00,,,,2024-10-15 13:20:00,,,,,,,,,,,,,,
2024-10-15 13:21:00,,,,2024-10-15 13:21:00,,,,,,,,,,,,,,
2024-10-15 13:22:00,,,,2024-10-15 13:22:00,,,,,,,,,,,,,,
2024-10-15 13:23:00,,,,2024-10-15 13:23:00,,,,,,,,,,,,,,
2024-10-15 13:24:00,,,,2024-10-15 13:24:00,,,,,,,,,,,,,,
2024-10-15 13:25:00,,,,2024-10-15 13:25:00,,,,,,,,,,,,,,
2024-10-15 13:26:00,,,,2024-10-15 13:26:00,,,,,,,,,,,,,,
2024-10-15 13:27:00,,,,2024-10-15 13:27:00,,,,,,,,,,,,,,
2024-10-15 13:28:00,,,,2024-10-15 13:28:00,,,,,,,,,,,,,,
2024-10-15 13:29:00,,,,2024-10-15 13:29:00,,,,,,,,,,,,,,
2024-10-15 13:30:00,,,,2024-10-15 13:30:00,,,,,,,,,,,,,,
2024-10-15 13:31:00,,,,2024-10-15 13:31:00,,,,,,,,,,,,,,
2024-10-15 13:32:00,,,,2024-10-15 13:32:00,,,,,,,,,,,,,,
2024-10-15 13:33:00,,,,2024-10-15 13:33:00,,,,,,,,,,,,,,
2024-10-15 13:34:00,,,,2024-10-15 13:34:00,,,,,,,,,,,,,,
2024-10-15 13:35:00,,,,2024-10-15 13:35:00,,,,,,,,,,,,,,
2024-10-15 13:36:00,,,,2024-10-15 13:36:00,,,,,,,,,,,,,,
2024-10-15 13:37:00,,,,2024-10-15 13:37:00,,,,,,,,,,,,,,
2024-10-15 13:38:00,,,,2024-10-15 13:38:00,,,,,,,,,,,,,,
2024-10-15 13:39:00,,,,2024-10-15 13:39:00,,,,,,,,,,,,,,
2024-10-15 13:40:00,,,,2024-10-15 13:40:00,,,,,,,,,,,,,,
2024-10-15 13:41:00,,,,2024-10-15 13:41:00,,,,,,,,,,,,,,
2024-10-15 13:42:00,,,,2024-10-15 13:42:00,,,,,,,,,,,,,,
2024-10-15 13:43:00,,,,2024-10-15 13:43:00,,,,,,,,,,,,,,
2024-10-15 13:44:00,,,,2024-10-15 13:44:00,,,,,,,,,,,,,,
2024-10-15 13:45:00,,,,2024-10-15 13:45:00,,,,,,,,,,,,,,
2024-10-15 13:46:00,,,,2024-10-15 13:46:00,,,,,,,,,,,,,,
2024-10-15 13:47:00,,,,2024-10-15 13:47:00,,,,,,,,,,,,,,
2024-10-15 13:48:00,,,,2024-10-15 13:48:00,,,,,,,,,,,,,,
2024-10-15 13:49:00,,,,2024-10-15 13:49:00,,,,,,,,,,,,,,
2024-10-15 13:50:00,,,,2024-10-15 13:50:00,,,,,,,,,,,,,,
2024-10-15 13:51:00,,,,2024-10-15 13:51:00,,,,,,,,,,,,,,
2024-10-15 13:52:00,,,,2024-10-15 13:52:00,,,,,,,,,,,,,,
2024-10-15 13:53:00,,,,2024-10-15 13:53:00,,,,,,,,,,,,,,
2024-10-15 13:54:00,,,,2024-10-15 13:54:00,,,,,,,,,,,,,,
2024-10-15 13:55:00,,,,2024-10-15 13:55:00,,,,,,,,,,,,,,
2024-10-15 13:56:00,,,,2024-10-15 13:56:00,,,,,,,,,,,,,,
2024-10-15 13:57:00,,,,2024-10-15 13:57:00,,,,,,,,,,,,,,
2024-10-15 13:58:00,,,,2024-10-15 13:58:00,,,,,,,,,,,,,,
2024-10-15 13:59:00,,,,2024-10-15 13:59:00,,,,,,,,,,,,,,
