time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-09-02 07:00:00,,,,2024-09-02 07:00:00,,,,,,,,,,,,,,
2024-09-02 07:01:00,,,,2024-09-02 07:01:00,,,,,,,,,,,,,,
2024-09-02 07:02:00,,,,2024-09-02 07:02:00,,,,,,,,,,,,,,
2024-09-02 07:03:00,,,,2024-09-02 07:03:00,,,,,,,,,,,,,,
2024-09-02 07:04:00,,,,2024-09-02 07:04:00,,,,,,,,,,,,,,
2024-09-02 07:05:00,,,,2024-09-02 07:05:00,,,,,,,,,,,,,,
2024-09-02 07:06:00,ci40722207,1.92,"21 km S of Rancho Palos Verdes, CA",2024-09-03 17:52:45,reviewed,57.0,ci,40722207,39.0,0.1606,0.36,121.0,ml,earthquake,"M 1.9 - 21 km S of Rancho Palos Verdes, CA",-118.3738333,33.5591667,-0.19
2024-09-02 07:07:00,,,,2024-09-02 07:07:00,,,,,,,,,,,,,,
2024-09-02 07:08:00,,,,2024-09-02 07:08:00,,,,,,,,,,,,,,
2024-09-02 07:09:00,,,,2024-09-02 07:09:00,,,,,,,,,,,,,,
2024-09-02 07:10:00,,,,2024-09-02 07:10:00,,,,,,,,,,,,,,
2024-09-02 07:11:00,,,,2024-09-02 07:11:00,,,,,,,,,,,,,,
2024-09-02 07:12:00,,,,2024-09-02 07:12:00,,,,,,,,,,,,,,
2024-09-02 07:13:00,,,,2024-09-02 07:13:00,,,,,,,,,,,,,,
2024-09-02 07:14:00,,,,2024-09-02 07:14:00,,,,,,,,,,,,,,
2024-09-02 07:15:00,,,,2024-09-02 07:15:00,,,,,,,,,,,,,,
2024-09-02 07:16:00,,,,2024-09-02 07:16:00,,,,,,,,,,,,,,
2024-09-02 07:17:00,,,,2024-09-02 07:17:00,,,,,,,,,,,,,,
2024-09-02 07:18:00,,,,2024-09-02 07:18:00,,,,,,,,,,,,,,
2024-09-02 07:19:00,,,,2024-09-02 07:19:00,,,,,,,,,,,,,,
2024-09-02 07:20:00,,,,2024-09-02 07:20:00,,,,,,,,,,,,,,
2024-09-02 07:21:00,,,,2024-09-02 07:21:00,,,,,,,,,,,,,,
2024-09-02 07:22:00,,,,2024-09-02 07:22:00,,,,,,,,,,,,,,
2024-09-02 07:23:00,,,,2024-09-02 07:23:00,,,,,,,,,,,,,,
2024-09-02 07:24:00,,,,2024-09-02 07:24:00,,,,,,,,,,,,,,
2024-09-02 07:25:00,,,,2024-09-02 07:25:00,,,,,,,,,,,,,,
2024-09-02 07:26:00,,,,2024-09-02 07:26:00,,,,,,,,,,,,,,
2024-09-02 07:27:00,,,,2024-09-02 07:27:00,,,,,,,,,,,,,,
