time,id,mag,place,updated,status,sig,net,code,nst,dmin,rms,gap,magType,type,title,longitude,latitude,depth
2024-09-30 10:00:00,,,,2024-09-30 10:00:00,,,,,,,,,,,,,,
2024-09-30 10:01:00,,,,2024-09-30 10:01:00,,,,,,,,,,,,,,
2024-09-30 10:02:00,,,,2024-09-30 10:02:00,,,,,,,,,,,,,,
2024-09-30 10:03:00,,,,2024-09-30 10:03:00,,,,,,,,,,,,,,
2024-09-30 10:04:00,,,,2024-09-30 10:04:00,,,,,,,,,,,,,,
2024-09-30 10:05:00,,,,2024-09-30 10:05:00,,,,,,,,,,,,,,
2024-09-30 10:06:00,,,,2024-09-30 10:06:00,,,,,,,,,,,,,,
2024-09-30 10:07:00,,,,2024-09-30 10:07:00,,,,,,,,,,,,,,
2024-09-30 10:08:00,,,,2024-09-30 10:08:00,,,,,,,,,,,,,,
2024-09-30 10:09:00,,,,2024-09-30 10:09:00,,,,,,,,,,,,,,
2024-09-30 10:10:00,,,,2024-09-30 10:10:00,,,,,,,,,,,,,,
2024-09-30 10:11:00,,,,2024-09-30 10:11:00,,,,,,,,,,,,,,
2024-09-30 10:12:00,,,,2024-09-30 10:12:00,,,,,,,,,,,,,,
2024-09-30 10:13:00,,,,2024-09-30 10:13:00,,,,,,,,,,,,,,
2024-09-30 10:14:00,,,,2024-09-30 10:14:00,,,,,,,,,,,,,,
2024-09-30 10:15:00,,,,2024-09-30 10:15:00,,,,,,,,,,,,,,
2024-09-30 10:16:00,,,,2024-09-30 10:16:00,,,,,,,,,,,,,,
2024-09-30 10:17:00,,,,2024-09-30 10:17:00,,,,,,,,,,,,,,
2024-09-30 10:18:00,,,,2024-09-30 10:18:00,,,,,,,,,,,,,,
2024-09-30 10:19:00,,,,2024-09-30 10:19:00,,,,,,,,,,,,,,
2024-09-30 10:20:00,,,,2024-09-30 10:20:00,,,,,,,,,,,,,,
2024-09-30 10:21:00,,,,2024-09-30 10:21:00,,,,,,,,,,,,,,
2024-09-30 10:22:00,,,,2024-09-30 10:22:00,,,,,,,,,,,,,,
2024-09-30 10:23:00,,,,2024-09-30 10:23:00,,,,,,,,,,,,,,
2024-09-30 10:24:00,,,,2024-09-30 10:24:00,,,,,,,,,,,,,,
2024-09-30 10:25:00,,,,2024-09-30 10:25:00,,,,,,,,,,,,,,
2024-09-30 10:26:00,,,,2024-09-30 10:26:00,,,,,,,,,,,,,,
2024-09-30 10:27:00,,,,2024-09-30 10:27:00,,,,,,,,,,,,,,
2024-09-30 10:28:00,,,,2024-09-30 10:28:00,,,,,,,,,,,,,,
2024-09-30 10:29:00,,,,2024-09-30 10:29:00,,,,,,,,,,,,,,
2024-09-30 10:30:00,,,,2024-09-30 10:30:00,,,,,,,,,,,,,,
2024-09-30 10:31:00,,,,2024-09-30 10:31:00,,,,,,,,,,,,,,
2024-09-30 10:32:00,,,,2024-09-30 10:32:00,,,,,,,,,,,,,,
2024-09-30 10:33:00,,,,2024-09-30 10:33:00,,,,,,,,,,,,,,
2024-09-30 10:34:00,,,,2024-09-30 10:34:00,,,,,,,,,,,,,,
2024-09-30 10:35:00,,,,2024-09-30 10:35:00,,,,,,,,,,,,,,
2024-09-30 10:36:00,,,,2024-09-30 10:36:00,,,,,,,,,,,,,,
2024-09-30 10:37:00,,,,2024-09-30 10:37:00,,,,,,,,,,,,,,
2024-09-30 10:38:00,,,,2024-09-30 10:38:00,,,,,,,,,,,,,,
2024-09-30 10:39:00,,,,2024-09-30 10:39:00,,,,,,,,,,,,,,
2024-09-30 10:40:00,,,,2024-09-30 10:40:00,,,,,,,,,,,,,,
2024-09-30 10:41:00,,,,2024-09-30 10:41:00,,,,,,,,,,,,,,
2024-09-30 10:42:00,,,,2024-09-30 10:42:00,,,,,,,,,,,,,,
2024-09-30 10:43:00,,,,2024-09-30 10:43:00,,,,,,,,,,,,,,
2024-09-30 10:44:00,,,,2024-09-30 10:44:00,,,,,,,,,,,,,,
2024-09-30 10:45:00,,,,2024-09-30 10:45:00,,,,,,,,,,,,,,
2024-09-30 10:46:00,,,,2024-09-30 10:46:00,,,,,,,,,,,,,,
2024-09-30 10:47:00,,,,2024-09-30 10:47:00,,,,,,,,,,,,,,
2024-09-30 10:48:00,,,,2024-09-30 10:48:00,,,,,,,,,,,,,,
2024-09-30 10:49:00,,,,2024-09-30 10:49:00,,,,,,,,,,,,,,
2024-09-30 10:50:00,,,,2024-09-30 10:50:00,,,,,,,,,,,,,,
2024-09-30 10:51:00,,,,2024-09-30 10:51:00,,,,,,,,,,,,,,
2024-09-30 10:52:00,,,,2024-09-30 10:52:00,,,,,,,,,,,,,,
2024-09-30 10:53:00,,,,2024-09-30 10:53:00,,,,,,,,,,,,,,
2024-09-30 10:54:00,,,,2024-09-30 10:54:00,,,,,,,,,,,,,,
2024-09-30 10:55:00,,,,2024-09-30 10:55:00,,,,,,,,,,,,,,
2024-09-30 10:56:00,,,,2024-09-30 10:56:00,,,,,,,,,,,,,,
2024-09-30 10:57:00,,,,2024-09-30 10:57:00,,,,,,,,,,,,,,
2024-09-30 10:58:00,,,,2024-09-30 10:58:00,,,,,,,,,,,,,,
2024-09-30 10:59:00,,,,2024-09-30 10:59:00,,,,,,,,,,,,,,
